Scramble,Scramble Length,Heuristic Type,Heuristic,Wall Time (ns)
U' R' L D' R,5,Single L0,1.25,20700
R F' U B L',5,Single L0,1.75,20900
L' U B L' B',5,Single L0,1.0833334,22300
B' D' B U' F',5,Single L0,1.5833334,20700
L F' F' L' L',5,Single L0,1.1666666,20800
R R F D' L,5,Single L0,1.5,20600
R' D' R L D,5,Single L0,1.4166666,20800
L B' D' U L,5,Single L0,2,20700
R' F' L' D' B',5,Single L0,2,20700
L' R' L' B' L,5,Single L0,1.6666666,20700
L F F F L',5,Single L0,0.8333333,20700
U B D' D' R',5,Single L0,1.8333334,20800
L' D' B U' L,5,Single L0,1.5833334,20600
L U' L B F,5,Single L0,1.6666666,20700
D' U B L D',5,Single L0,1.8333334,20800
R' L R' F U',5,Single L0,1.6666666,20700
U R' F L B,5,Single L0,1.9166666,20800
D' B' R' L D,5,Single L0,1.6666666,20500
D' B F' D R',5,Single L0,1.6666666,20600
F' B' B' U' R',5,Single L0,1.8333334,20800
R' B B U' R',5,Single L0,1.6666666,20700
U F R' B' F',5,Single L0,1,20600
R B' B' R' L',5,Single L0,1.1666666,20800
L' B L' U' D,5,Single L0,1.6666666,28100
U' D' F L' D',5,Single L0,1.6666666,46000
D F' R' D' L',5,Single L0,1.5833334,52800
D' U D' R L',5,Single L0,2,45900
R' L B R' L',5,Single L0,1.1666666,20800
F L L F' D',5,Single L0,1.1666666,20600
U' D' B D' B',5,Single L0,1.5833334,21100
U D U' D L',5,Single L0,1.1666666,20500
B' L' L' F U,5,Single L0,1.6666666,22600
B' R D' D' L',5,Single L0,1.6666666,20900
B' F' U' B' R',5,Single L0,1.5833334,22000
U' F U' D R,5,Single L0,1.5,20600
L L B' D R',5,Single L0,1.8333334,20800
B U' R' D' U,5,Single L0,1.5833334,20600
B R F B' B',5,Single L0,1.5833334,20800
R' U F F L',5,Single L0,1.5833334,20600
U' B' F' U B',5,Single L0,1.75,20600
U U D' B' L',5,Single L0,1.8333334,23000
D B' R' D B',5,Single L0,1.5833334,20600
U U B L' B,5,Single L0,1.4166666,20800
B D' F' D' B,5,Single L0,1.75,20600
U' R B' F' U',5,Single L0,1.75,20800
L U' B L' U',5,Single L0,1.6666666,20800
D' U' B' F' L',5,Single L0,2,20700
F' R' F' D U',5,Single L0,1.6666666,20700
L R' R' F F,5,Single L0,1.5,20700
U D R B' U,5,Single L0,1.5,20700
D' F U R' B',5,Single L0,2,20800
F F L F' D',5,Single L0,1.25,20600
L D B B D',5,Single L0,1.5,20700
B' D' D' R' D,5,Single L0,1.5833334,22500
L' R U' R D,5,Single L0,1.9166666,21000
F R B L F,5,Single L0,1.9166666,20700
B' F R R D,5,Single L0,1.8333334,20700
L D L' L' F',5,Single L0,1.4166666,20700
B U D' U' R,5,Single L0,1.4166666,20600
U D U' L' L',5,Single L0,1.1666666,22300
B L' U' L' U',5,Single L0,1.5,20800
F R U' D' B',5,Single L0,1.9166666,20700
B L' R U R,5,Single L0,2,20700
U D R' D U',5,Single L0,1.1666666,20600
F' L D D L',5,Single L0,1.1666666,20700
D' D' L' L' L',5,Single L0,1.1666666,20700
R' B D B F',5,Single L0,1.8333334,20600
B' L U' L U',5,Single L0,1.3333334,20700
F' R D L F',5,Single L0,1.9166666,20800
D' R' D U F,5,Single L0,1.4166666,20600
U R' F D' F,5,Single L0,1.5,20800
R' U R' L B,5,Single L0,2,20700
U D R' R' U,5,Single L0,1.5,20500
U D L B L',5,Single L0,1.5,20700
L' U D R' L',5,Single L0,1.8333334,20600
B' R' L' D F,5,Single L0,1.9166666,20700
R' U' R' L U',5,Single L0,1.8333334,20700
D U U B' D',5,Single L0,1.25,20600
B' D' B' U R',5,Single L0,1.6666666,20800
D F U F' R',5,Single L0,1.6666666,20600
F B D' B' F',5,Single L0,0.8333333,20700
B F B' R' B',5,Single L0,1.5833334,20600
B F D' D' U',5,Single L0,2,20700
D L' D U' D,5,Single L0,1.6666666,20800
U' L' U F L',5,Single L0,1.5,20700
F' F' F' F' R',5,Single L0,0.6666667,20600
D' D' R R D,5,Single L0,1.1666666,20700
F' F' F' R' B',5,Single L0,1.5833334,20700
B F U L' U,5,Single L0,1.6666666,20800
F L' D' F' B',5,Single L0,1.5,20700
U R' U' U' F,5,Single L0,1.5,20600
R D B D' D',5,Single L0,1.5,20800
L B R F' L,5,Single L0,1.8333334,20700
D' R' B' B' R,5,Single L0,1.1666666,21600
D' D' R' F B',5,Single L0,1.8333334,20700
D R U' B D,5,Single L0,1.5833334,20700
L L U F B,5,Single L0,1.8333334,20700
L F' D' L' L',5,Single L0,1.5,20800
L' R' D L' B,5,Single L0,1.75,20700
D R' B' B' U',5,Single L0,1.5,20900
R' D R' U F',5,Single L0,1.8333334,20700
F U F U' B,5,Single L0,1.5,20600
B D' L' B' F',5,Single L0,1.5,20700
F D' D' F B',5,Single L0,1.5,20600
R' U R' L B',5,Single L0,2,20800
F' U' F' D U',5,Single L0,1.75,20800
D' L B U' R,5,Single L0,1.4166666,20700
D B F' D' R,5,Single L0,1.6666666,20800
D' R R B' U',5,Single L0,1.5833334,20600
F D' B F B',5,Single L0,1.25,20700
L B' R' F' B,5,Single L0,1.5833334,21000
U L' F' D D,5,Single L0,1.75,20800
B L B' F' R,5,Single L0,1.5,20800
B B D' U' D,5,Single L0,1.1666666,20700
R U F U' F',5,Single L0,1.0833334,22500
B L' R R U,5,Single L0,1.9166666,20700
D L F' D' U',5,Single L0,1.4166666,20700
B' D L' D' B,5,Single L0,0.9166667,20700
D F U' F L,5,Single L0,1.9166666,20800
U' F' U F' F',5,Single L0,1,20600
L' L' D L' U',5,Single L0,1.5833334,22800
L' U F' F' R',5,Single L0,1.5833334,20800
L L R' U U,5,Single L0,1.5,20900
L L R U' B,5,Single L0,1.8333334,20700
U D' R D' F',5,Single L0,1.5833334,20700
R' U' R B' B',5,Single L0,1,20900
L' B' F' U R',5,Single L0,1.8333334,20800
D R L F R',5,Single L0,1.4166666,20800
D' B R U' F',5,Single L0,1.6666666,20700
D' L B' F' D,5,Single L0,1.8333334,20700
U B L F' L,5,Single L0,1.5,20700
R' F' R U' R,5,Single L0,1.25,31500
U L' B U' L',5,Single L0,1,31100
B F D F' L',5,Single L0,1.5833334,31100
R L' D L F,5,Single L0,1.5,31100
R' U' L U' R,5,Single L0,1.4166666,20600
U' L B' F L',5,Single L0,1.5833334,20700
U U F' B R,5,Single L0,2,20800
D' F' D U' R,5,Single L0,0.6666667,20600
L L B R D,5,Single L0,1.6666666,20900
D' U F' R L',5,Single L0,1.6666666,20800
U' U' L' F' L',5,Single L0,1.4166666,20700
F F R L R,5,Single L0,1.5,20800
F L R L B',5,Single L0,1.5833334,20600
F' B' F' U' D',5,Single L0,2,20700
R F' U D F',5,Single L0,1.75,20800
F' L' U D' F',5,Single L0,1.8333334,20700
U' F B' F' D,5,Single L0,1.5833334,20700
R D' L' D' R,5,Single L0,1.75,20700
L' F' L D' L,5,Single L0,1.25,20700
B' U' L' B L',5,Single L0,1.3333334,20700
R B D' B' R',5,Single L0,0.8333333,20600
U B' R F L,5,Single L0,1.9166666,20800
D' F B D' L',5,Single L0,1.75,20700
L' R' B R B,5,Single L0,1.5,20600
L' R U L' L',5,Single L0,1.6666666,20700
B' F' B' U R,5,Single L0,1.8333334,20700
B D' R U L',5,Single L0,1.9166666,20800
R' U F' F' B',5,Single L0,1.8333334,20800
R' F L L L,5,Single L0,1.5,20600
U' B' L F U',5,Single L0,1.75,20800
B' R' L' R R,5,Single L0,1.6666666,20600
R' B' U' D F',5,Single L0,1.5833334,20700
L F' D' R R,5,Single L0,1.5833334,20700
R B' U' U' U',5,Single L0,1.5833334,20700
R D F L' R',5,Single L0,1.3333334,28300
D B' R B' B',5,Single L0,1.6666666,31700
D F' R B' L,5,Single L0,1.75,31200
R B R B' L,5,Single L0,1.5,32800
D B B U D,5,Single L0,1.5,33300
R B L' F B',5,Single L0,1.5833334,32900
F' F' F' U' F,5,Single L0,1.25,34700
B' F B F R,5,Single L0,1.1666666,27200
B L D L B,5,Single L0,1.5833334,27200
U R F' U' L,5,Single L0,1.5833334,27100
D U B U' R',5,Single L0,1.5833334,27000
D R' L R U',5,Single L0,1.5833334,20600
B F R B' F,5,Single L0,1.1666666,20600
B' L' L' U F',5,Single L0,1.5833334,20700
B F R U F',5,Single L0,1.6666666,21000
U' B F' U' L,5,Single L0,1.5833334,20700
R U D' B B,5,Single L0,2,22600
L U' D U' B,5,Single L0,1.9166666,20600
L U' U' R' D',5,Single L0,1.5833334,20700
R F' L' D' L,5,Single L0,1.6666666,20700
F D' R' R' R',5,Single L0,1.5833334,20600
R F U' B D',5,Single L0,1.5833334,20800
D B' R D B,5,Single L0,1.5833334,22400
R R F D' B',5,Single L0,1.75,20600
R U B' U' D',5,Single L0,1.5833334,20600
D R U' D' L',5,Single L0,1.5833334,20600
F' L U' F' B',5,Single L0,1.5,20800
L B' L U L',5,Single L0,1.3333334,20700
L F' B U' B',5,Single L0,1.6666666,20800
F L' B' D' B',5,Single L0,1.9166666,20700
L' R' D' U F',5,Single L0,2,20700
U' R D F' D',5,Single L0,1.6666666,20600
U' D D L U',5,Single L0,1.6666666,20500
D' R R U' D',5,Single L0,1.5,20600
B' B' D L U',5,Single L0,1.6666666,20600
F D U' F' B,5,Single L0,1.6666666,20700
U R D B U',5,Single L0,1.4166666,20700
B' F B' R D,5,Single L0,1.8333334,20600
D' R' F' R' R',5,Single L0,1.5833334,20600
D' B U L F',5,Single L0,1.8333334,20700
R' F U' F D',5,Single L0,1.9166666,20600
B L R' R' U,5,Single L0,1.75,20700
B D' L R D',5,Single L0,1.75,20700
B' F L U D,5,Single L0,1.8333334,20800
U' D' L' L' F,5,Single L0,1.8333334,22500
U L' U D' R,5,Single L0,1.8333334,20600
L' D' B' L' D',5,Single L0,1.4166666,20700
B L B' U B,5,Single L0,1.25,20600
B' L' R' F L,5,Single L0,1.5833334,20700
B D' F D' R,5,Single L0,1.9166666,20600
R' D' R U R,5,Single L0,1.75,20700
R D' L U D',5,Single L0,1.9166666,20700
B' R B' R' L',5,Single L0,1.4166666,20600
B' B' U' U' F',5,Single L0,1.5,20500
D R' L D L,5,Single L0,1.8333334,20700
U R L' R' L',5,Single L0,1.1666666,20500
F' R L L D,5,Single L0,1.9166666,20600
U' L U' F' U',5,Single L0,1.3333334,20700
D B R B U',5,Single L0,1.5833334,20600
L F R L' F,5,Single L0,1.4166666,20900
L R U' R' D',5,Single L0,1.5833334,20800
D F L' F L,5,Single L0,1.1666666,20600
B F' L R L,5,Single L0,2,20700
L D' U' B R',5,Single L0,1.9166666,20700
R L' B B D',5,Single L0,1.8333334,20500
L D' L' D' F',5,Single L0,1.3333334,20700
B L R D U',5,Single L0,1.8333334,20800
U' B F D U',5,Single L0,2,20700
L L U' R F,5,Single L0,1.8333334,20700
L D' L' U' U',5,Single L0,1.3333334,20700
L' D' F F R,5,Single L0,1.6666666,20700
B U L F' L',5,Single L0,1.0833334,32800
B' D B' U' L',5,Single L0,1.5,31300
U' L' F R' F,5,Single L0,1.75,30900
D' B L' F L,5,Single L0,1.4166666,21200
R' D B L' U,5,Single L0,1.4166666,20900
U' B R F L,5,Single L0,1.8333334,20600
U' F' R' L' U,5,Single L0,1.8333334,20700
F R' F' R' R',5,Single L0,1.0833334,20700
R' D' F F R',5,Single L0,1.5,20700
R' U' B' F R,5,Single L0,1.6666666,20700
U' R U F' R',5,Single L0,0.9166667,20600
R B' F F L',5,Single L0,1.5833334,20700
B' D' D' F B,5,Single L0,1.1666666,22700
R U D' R D',5,Single L0,1.8333334,20800
R B' D U B,5,Single L0,1.75,21000
U' F L B' R',5,Single L0,1.9166666,20700
R D U' U' L',5,Single L0,1.5833334,20800
D' D' L' D F',5,Single L0,1.4166666,20600
L U F R' R',5,Single L0,1.75,22400
L' D U' L U',5,Single L0,1.6666666,20700
U' B' L B' R',5,Single L0,1.9166666,22300
U B D' U U,5,Single L0,1.6666666,20800
B D' R B L',5,Single L0,1.9166666,20700
U L' B' F' D,5,Single L0,1.5,20700
B R D' B U',5,Single L0,1.5833334,20700
F D F D U',5,Single L0,1.75,20700
U' F L D B,5,Single L0,2,20800
D' L B' L R',5,Single L0,1.5,31800
D' L F D U,5,Single L0,1.5,31000
R' U F' D U',5,Single L0,1.25,20800
D' D' B' B' D,5,Single L0,1.1666666,31300
D' R' R' D' R',5,Single L0,1.4166666,31100
R F R' L R',5,Single L0,1.5833334,21100
L R U R' B,5,Single L0,1.6666666,20800
B' F' U L' U',5,Single L0,1.5833334,20700
F' D F' R D,5,Single L0,1.4166666,20600
D L' F' U L',5,Single L0,1.5,23300
R U L B R',5,Single L0,1.5,20800
D' R' L' U F,5,Single L0,1.6666666,20600
B R B' L' L',5,Single L0,1.4166666,20700
D R F' D U',5,Single L0,1.8333334,20700
B L D' L' F',5,Single L0,1.5833334,20600
D B F' R F,5,Single L0,1.1666666,23200
L' B' F U L,5,Single L0,1.6666666,20700
B B D D B,5,Single L0,1.1666666,20700
R D' L F R',5,Single L0,1.5833334,20800
L' D F B R,5,Single L0,1.75,20800
R' F' U' D R,5,Single L0,1.6666666,20800
R F' L R U',5,Single L0,1.6666666,20600
L' U R' U F',5,Single L0,1.5833334,20800
L U L' D' F,5,Single L0,1.8333334,20700
D F' R' F' B,5,Single L0,1.5833334,20800
R U' R' R' D,5,Single L0,1.4166666,20700
D R B D B,5,Single L0,1.5833334,20600
B' L' U' D' L',5,Single L0,1.8333334,20800
D' L R F' L,5,Single L0,1.75,20900
B' F D F R',5,Single L0,1.8333334,20800
F' F' U' L B,5,Single L0,1.8333334,20700
B' F U' D L,5,Single L0,1.6666666,20800
B' D' U R F,5,Single L0,1.6666666,20700
L U' F L U,5,Single L0,1.3333334,20700
B' L R' F' R',5,Single L0,1.6666666,20700
R' U L' U D,5,Single L0,1.8333334,20600
D B U R' U',5,Single L0,0.8333333,20500
F F L' R' D',5,Single L0,1.8333334,20600
D R B L U,5,Single L0,1.75,20900
L B' L R' R',5,Single L0,1.6666666,20700
L' D' R F' D,5,Single L0,1.5,20600
L F' U U F,5,Single L0,1.5,20800
B' F' R R U',5,Single L0,1.8333334,20600
U L' R F R',5,Single L0,1.6666666,20700
U' U' U' F' L',5,Single L0,1.25,20700
D F' F' R F,5,Single L0,1.5,20700
L U B' D R,5,Single L0,1.5833334,33200
U' R' D U' U',5,Single L0,1.6666666,31700
F R' U' R D',5,Single L0,1.75,36000
U' D' U R D',5,Single L0,1.25,35900
F' D' L B' D,5,Single L0,1.4166666,20800
D' B R D F',5,Single L0,1.6666666,20700
B' U L' L' D,5,Single L0,1.6666666,22600
F' R F' D L,5,Single L0,1.8333334,20700
D' L U' B L,5,Single L0,1.5833334,20900
F D' L R D,5,Single L0,1.75,20700
D U U U D,5,Single L0,1.3333334,20500
U' F F U' B',5,Single L0,1.75,20700
F R R F D',5,Single L0,1.5,20700
R L' D' B' R',5,Single L0,1.4166666,20700
D' L' D' B D',5,Single L0,1.3333334,20700
U' F' B U R,5,Single L0,1.8333334,20800
R' L U' L' R,5,Single L0,0.6666667,20700
U' B F L' F,5,Single L0,1.75,20700
F F U D' R,5,Single L0,2,20800
F' F' L' U' D',5,Single L0,1.8333334,20600
R L B' U F',5,Single L0,1.8333334,20900
F' L' D R B',5,Single L0,1.75,20700
B R B' F D,5,Single L0,1.1666666,20700
L' B' F' U' B,5,Single L0,1.4166666,20800
R F' D' R' U',5,Single L0,1.5,20700
B B F' L' F,5,Single L0,1.25,20800
B R U F' D,5,Single L0,1.5833334,22400
R L L R' U',5,Single L0,1.1666666,20600
R B' F F L',5,Single L0,1.5833334,20700
F L' B' L D',5,Single L0,1.75,20700
B' D' D' U B,5,Single L0,1.8333334,20600
R' R' L U L',5,Single L0,1.25,20700
R B' F F B,5,Single L0,1.1666666,20700
R F B R' U,5,Single L0,1.75,20700
D' D' F D' F',5,Single L0,1,20600
L' D F L' B,5,Single L0,1.75,20700
L D R B B,5,Single L0,1.8333334,20800
R' D F B R',5,Single L0,1.9166666,20700
U' R' F L' B,5,Single L0,1.4166666,20800
L' U' D R U',5,Single L0,1.8333334,20800
L' F' D D L,5,Single L0,1.4166666,20600
B' F' L U F',5,Single L0,1.5833334,20800
L B' R D B',5,Single L0,1.75,20800
U' L B' L U',5,Single L0,1.5,20800
U D L' R U',5,Single L0,1.8333334,20700
U' D U D U',5,Single L0,1.3333334,20500
F R' D' U' L',5,Single L0,1.4166666,20800
L' U' L D' U',5,Single L0,1.5833334,20600
L R' U R' F,5,Single L0,1.5,20800
U L B' U B',5,Single L0,1.4166666,20700
L' B' L B' B',5,Single L0,1,20700
R B D' B L',5,Single L0,1.6666666,20600
D F F B' F,5,Single L0,1.6666666,20600
R' F B L L,5,Single L0,1.8333334,20900
U' U' B' D L,5,Single L0,1.5833334,20800
F R F' F' D',5,Single L0,1.5833334,20600
U F' D' F' U,5,Single L0,1.75,20800
R B' D' U' R',5,Single L0,1.8333334,20600
L' D B U U,5,Single L0,1.9166666,20800
F L R L' R,5,Single L0,1.1666666,20600
D' D' D' R B',5,Single L0,1.5833334,20900
B F' D' U' R',5,Single L0,1.8333334,20800
D' D' R U' U',5,Single L0,1.5,20600
B D' U D' L,5,Single L0,1.9166666,20800
L F D' L' D,5,Single L0,0.9166667,20600
L B' B' R' B',5,Single L0,1.4166666,20800
D' U' D F D',5,Single L0,1.5,20500
F L D F L,5,Single L0,1.4166666,22700
F' U F' R F,5,Single L0,1.6666666,20700
F' L F' U L,5,Single L0,1.6666666,20700
F' F' R' L D,5,Single L0,1.6666666,20700
L R' U B' U',5,Single L0,1.25,20700
U L F' U L,5,Single L0,1.25,20800
F L U B' B',5,Single L0,1.75,22600
B R R B' F',5,Single L0,1.1666666,20700
B' U' F' D D,5,Single L0,1.8333334,20900
U' F R F F,5,Single L0,1.3333334,20600
D' B' R' U R',5,Single L0,1.5,20700
D' F L' B' L',5,Single L0,1.6666666,20700
D L' U B' L,5,Single L0,1.5833334,20700
D L' U F D,5,Single L0,1.75,20800
L' U' B L B,5,Single L0,1.3333334,20600
F' R F' F' R,5,Single L0,1.4166666,20700
L R R F R',5,Single L0,1.6666666,20900
B' D D L U',5,Single L0,1.75,20600
R L' R R U',5,Single L0,1.6666666,20900
R' L R R F',5,Single L0,1.6666666,20600
D B U R' B',5,Single L0,0.9166667,20700
L U' U' L' F',5,Single L0,1.5,20800
R U F U F',5,Single L0,1.4166666,21600
L' B' U' R L',5,Single L0,1.8333334,20800
D' U' R D' D',5,Single L0,1.6666666,20600
L' D' B' U R',5,Single L0,1.8333334,20800
D' B U F' L,5,Single L0,1.9166666,20700
F L F R' F',5,Single L0,1.75,20700
U' U' D R B,5,Single L0,1.8333334,20800
D L' U' D' U',5,Single L0,1.25,20900
D' L B' B' U',5,Single L0,1.5833334,20700
F' U D' R' B,5,Single L0,1.8333334,20800
D' R' F' R F,5,Single L0,0.9166667,31000
B' U' F B' B',5,Single L0,1.6666666,31100
R B U' B' D',5,Single L0,0.9166667,31000
B' U D R F,5,Single L0,1.75,31200
R U D' L' F,5,Single L0,1.6666666,20800
L B' D D U,5,Single L0,1.8333334,20700
R L R L R,5,Single L0,1.3333334,20600
F' D F R B',5,Single L0,1.6666666,20700
D' R' D' B R',5,Single L0,1.5,20800
R' D R D L',5,Single L0,1.4166666,20800
F D R' R' D,5,Single L0,1.5,20600
F' L' R' U' L',5,Single L0,1.6666666,20500
L U' R L' U,5,Single L0,1.5833334,20600
F' D U U B',5,Single L0,1.5,20600
F B' B' U' F',5,Single L0,1.25,20700
U' L F R D',5,Single L0,1.4166666,20600
D' U' R' B D',5,Single L0,1.5,20800
B D' L F R',5,Single L0,1.8333334,20600
F' D L' D R',5,Single L0,1.9166666,20800
B' L F' L F',5,Single L0,1.5833334,20800
B F' D R L,5,Single L0,1.8333334,20600
F L' L' D' F',5,Single L0,1.4166666,20700
D' L D R B,5,Single L0,1.5,20700
R' R' B' U F',5,Single L0,1.75,20700
L' B R' B D',5,Single L0,1.9166666,20800
F L U R U,5,Single L0,1.8333334,20600
F' F' L' D D,5,Single L0,1.5,20600
U' L D R' B,5,Single L0,1.9166666,20700
D U B R R,5,Single L0,1.8333334,20700
F' R' U' L' L',5,Single L0,1.9166666,20600
D R D' U D',5,Single L0,1.5833334,31100
D L' R R L,5,Single L0,1.1666666,34700
R' R' L B R,5,Single L0,1.5833334,31200
B' F F L F',5,Single L0,1.5833334,20700
R B F' R' U',5,Single L0,1.25,20700
F B' U' B D,5,Single L0,1.5833334,22600
F' B' B' R F',5,Single L0,1.6666666,20600
F L F' B D',5,Single L0,0.6666667,20800
U' D L F' U',5,Single L0,1.8333334,20700
F' B U D' U,5,Single L0,2,20900
L' F R' D' B',5,Single L0,1.5833334,25700
L' B L D' L',5,Single L0,1.5,22400
F D L' R L,5,Single L0,1.4166666,20800
L' B' U' U' U',5,Single L0,1.25,20800
U B' D F' D',5,Single L0,1.6666666,20600
U L R L' B,5,Single L0,1.4166666,84200
R' U L' R' U,5,Single L0,1.8333334,32800
B' B' R' L' L',5,Single L0,1.5,31200
D U F R U,5,Single L0,1.75,20600
B' L' U F' B',5,Single L0,1.6666666,20800
D B L F' L',5,Single L0,1.8333334,20800
U' B' R' U' F',5,Single L0,1.6666666,20700
D B' R' U B,5,Single L0,1.5833334,20800
R F U' R' F,5,Single L0,1.4166666,20800
F U' U' D D,5,Single L0,1.6666666,20600
L' B L' B' B',5,Single L0,1.25,20800
U' R' F U' F',5,Single L0,1.5833334,20700
F D' R U' U',5,Single L0,1.8333334,20800
R U F' U' B,5,Single L0,1.0833334,20700
U L' R D' R',5,Single L0,1.5833334,20700
L R' F' F' B',5,Single L0,2,20700
R' U' L' F F,5,Single L0,1.8333334,20800
D' U L' U' F,5,Single L0,0.8333333,20500
D R' B R' B,5,Single L0,1.3333334,20700
F' B F' U D,5,Single L0,2,20800
L L U' U' L',5,Single L0,1.1666666,20700
L' B' F' U B',5,Single L0,1.5833334,20700
R F R D' B,5,Single L0,1.5,23600
L D L F D,5,Single L0,1.5833334,20700
U F U' D' B,5,Single L0,1.5,20800
U F B L' R',5,Single L0,1.6666666,20700
F' L' D R' D,5,Single L0,1.75,20600
F' B' B' L R,5,Single L0,2,20700
L' D' L' L' F',5,Single L0,1.5,20700
D R F' B F',5,Single L0,1.8333334,20700
R L B' F B',5,Single L0,2,20800
D R' R' L' U,5,Single L0,1.5,20800
L B R L D,5,Single L0,1.75,20900
D B' R' F' F',5,Single L0,1.9166666,20700
D B U L' B,5,Single L0,1.8333334,20900
L' F' F' D L,5,Single L0,1.4166666,20700
B R' D L R,5,Single L0,1.6666666,20700
B' U' R' D F',5,Single L0,1.8333334,20800
L B' D R L,5,Single L0,1.5,20800
L B R B' U,5,Single L0,1.6666666,20900
F' B' R' D' R,5,Single L0,1.5,20700
L' R R D' R,5,Single L0,1.6666666,20600
R F L D L,5,Single L0,1.5833334,20800
B L' U' R D',5,Single L0,1.5833334,20800
D' U' F' D U',5,Single L0,1.1666666,20700
F U' D U' D',5,Single L0,1.1666666,20600
U U B F' U,5,Single L0,1.8333334,20600
F' R B F U',5,Single L0,1.4166666,20800
F' R D F R',5,Single L0,1.4166666,20700
L' U D R' D',5,Single L0,1.5,20700
F' F' F' R' B',5,Single L0,1.5833334,20700
B L B R' F',5,Single L0,1.8333334,22600
L R' L L U',5,Single L0,1.6666666,20800
U R' B B U',5,Single L0,1.4166666,20700
B' B' D' U B,5,Single L0,1.8333334,20800
U' F D F F,5,Single L0,1.6666666,20700
L F' L' U' B,5,Single L0,1.5,21000
B U' B' F L',5,Single L0,1.6666666,25200
D' F' R' D' U',5,Single L0,1.75,20600
D D D D L,5,Single L0,0.6666667,20600
F R L U' B,5,Single L0,1.8333334,20800
D' B' D U L,5,Single L0,1.1666666,20800
R' B' R' D' D',5,Single L0,1.4166666,22400
F U' L L R',5,Single L0,1.6666666,20700
D' F D' L' U,5,Single L0,1.5,20700
F' B' B' F F,5,Single L0,1.3333334,20700
B' U' U' B' D,5,Single L0,1.75,20800
F' U' F' L' U',5,Single L0,1.5,20700
R' F D L' F',5,Single L0,0.9166667,20800
U' B D' B' F,5,Single L0,1.5833334,20600
D L D R' U,5,Single L0,1.75,20700
U D D L' B,5,Single L0,1.8333334,20600
B D' U R B,5,Single L0,1.8333334,20700
D' U' L' R' U',5,Single L0,1.8333334,25500
R L R' B B,5,Single L0,1.1666666,20800
D' D' B B F',5,Single L0,1.5,20700
R' D L R' L,5,Single L0,1.6666666,20800
F' F' B R' D',5,Single L0,1.8333334,33300
L F' F' U U,5,Single L0,1.3333334,31200
R L L F' B,5,Single L0,2,31100
F' U F U' F,5,Single L0,0.9166667,31000
F' F' D' U D',5,Single L0,1.5,20700
R U' L' L' U',5,Single L0,1.75,31600
B' D L B L,5,Single L0,1.4166666,31300
B U R B' U,5,Single L0,1.5833334,22900
U' B' D' U L',5,Single L0,1.6666666,20600
R L F U L,5,Single L0,1.75,20600
U' D B' D' L',5,Single L0,1.5,20600
R' L F' B' U,5,Single L0,1.8333334,20800
R' L U F' L,5,Single L0,1.8333334,20600
L F B D D,5,Single L0,1.8333334,20800
D R' R' D D,5,Single L0,1.1666666,20900
R' L F' D' B',5,Single L0,1.5833334,20700
F B B L B,5,Single L0,1.5833334,20600
R F U' L U',5,Single L0,1.8333334,31200
F L' R R L',5,Single L0,1.6666666,31300
D F U' D' U',5,Single L0,1.25,31000
F F L' U' D',5,Single L0,1.8333334,20700
U' L' L' B' U,5,Single L0,1.4166666,20700
L' D D B B,5,Single L0,1.3333334,20700
B' U L R L,5,Single L0,1.6666666,20800
R L R' B' R',5,Single L0,1.5833334,20600
L F D R D,5,Single L0,1.6666666,20800
U' B' D L B,5,Single L0,1.75,20700
U' L D D R,5,Single L0,1.6666666,20800
D' F B' B' L,5,Single L0,1.5833334,23300
R B' U B D,5,Single L0,1.6666666,20600
R U' F F D,5,Single L0,1.6666666,20800
B R L' R' L',5,Single L0,1.1666666,20700
F' U F' B' F,5,Single L0,1.5,20900
U D' D' D' F',5,Single L0,1.6666666,20600
L' D' B' B' F,5,Single L0,1.8333334,20600
U' D U U F,5,Single L0,1.6666666,20800
D D U' R R,5,Single L0,1.5,20600
R D R' B U',5,Single L0,1.4166666,20600
B' U' F D D,5,Single L0,1.8333334,20700
U' R F' B L,5,Single L0,1.25,20800
L L F R' F,5,Single L0,1.5,20700
F' L F' B L',5,Single L0,1.6666666,22500
B' U' R' D' F',5,Single L0,1.75,20700
D R U' B R',5,Single L0,1.5,20800
B' D' F' U' F,5,Single L0,1.5,23200
U D F' D B,5,Single L0,1.8333334,20800
B L' L' D' F,5,Single L0,1.5833334,20600
L' F R F' F',5,Single L0,1.6666666,22500
F U D' L' U,5,Single L0,1.3333334,20600
D L' L' F' D,5,Single L0,1.5,22300
U' B' F B' F',5,Single L0,1.1666666,20700
D' U' L' R F',5,Single L0,2,20700
F D' R L' L',5,Single L0,1.8333334,20800
U' D' L' R L,5,Single L0,1.6666666,20700
R' D' U R' F,5,Single L0,1.5833334,20800
B L' D L F,5,Single L0,1.5,20800
D' B U F' R',5,Single L0,1.75,20800
D' F L' F U,5,Single L0,1.5833334,20800
L U D D D,5,Single L0,1.6666666,20700
F' B U' B D,5,Single L0,1.9166666,20700
U' U' R F D',5,Single L0,1.5833334,20600
F' D R D U,5,Single L0,1.3333334,20800
U' U' B' R R,5,Single L0,1.1666666,20600
B' D' R' D' B',5,Single L0,1.5833334,20900
R' D' R' F' B,5,Single L0,1.6666666,20700
L B' R L F',5,Single L0,1.6666666,21300
R' U' U' F' B',5,Single L0,1.8333334,20900
B' B' U R F,5,Single L0,1.75,20700
R' U D F' L',5,Single L0,1.8333334,20700
